GeneName,X_LogCPM,Y_LogFC,AdjPval,DGE_Category,BATF_invivo_logCPM,BATF_invivo_logCPM,pMIG_invivo_logCPM,pMIG_invivo_logCPM
Kdm3a,3.455,1.117,0.6541,NotDiff,3.822,3.983,5.203,5.365
Mrpl35,6.435,-0.4932,0.5921,NotDiff,8.608,8.301,7.878,8.06
Immt,7.568,-0.2132,0.7758,NotDiff,0.232,-4.271,-4.271,-4.271
Ptcd3,5.823,-0.27,0.8164,NotDiff,-4.271,-4.271,-1.435,0.7958
Polr1a,3.238,1.032,0.6944,NotDiff,8.196,8.294,8.112,8.264
St3gal5,1.85,-0.5537,0.914,NotDiff,5.528,6.186,6.007,5.052
Usp39,7.596,-0.01128,0.9925,NotDiff,-1.879,1.758,-4.271,-4.271
0610030E20Rik,4.363,-0.02066,0.9937,NotDiff,4.296,3.8,2.862,0.9361
Rnf181,6.31,0.9041,0.2828,NotDiff,8.521,8.838,6.71,7.316
Vamp5,5.643,0.3286,0.7635,NotDiff,5.201,5.007,3.178,5.876
Vamp8,8.148,-0.2226,0.7494,NotDiff,-4.271,-4.271,1.445,-4.271
Ggcx,1.826,3.367,0.5065,NotDiff,1.532,3.108,-0.7555,2.241
Mat2a,8.671,-0.1952,0.7648,NotDiff,5.22,5.252,4.733,4.966
Particl,1.422,1.582,0.7605,NotDiff,6.251,7.043,6.276,5.845
Capg,9.052,0.2206,0.7388,NotDiff,2.557,4.613,3.689,3.135
Elmod3,1.956,-0.4034,0.9418,NotDiff,0.4099,-4.271,1.227,0.8322
Retsat,1.502,-3.901,0.5126,NotDiff,6.545,7.204,7.253,6.778
Tgoln1,6.484,0.4886,0.5921,NotDiff,2.943,-4.271,2.211,0.6607
Kcmf1,6.511,-1.246,0.1189,NotDiff,4.339,3.598,3.624,4.512
Tmsb10,8.608,-0.5983,0.3407,NotDiff,0.2851,-4.271,-4.271,-4.271
Suclg1,7.986,-0.2737,0.7198,NotDiff,-4.271,0.05466,-4.271,-4.271
Gcfc2,0.1752,-3.371,0.6556,NotDiff,3.695,3.997,1.017,1.415
Mrpl19,6.74,0.137,0.8878,NotDiff,5.15,5.34,5.792,5.491
Pole4,7.825,-0.787,0.192,NotDiff,3.556,5.03,2.538,4.683
Hk2,2.923,0.05331,0.9888,NotDiff,2.373,2.235,1.975,3.568
Sema4f,2.779,1.693,0.5921,NotDiff,6.747,6.728,6.632,6.569
Dok1,5.322,-0.0777,0.9636,NotDiff,4.783,5.084,3.664,4.585
Htra2,5.251,-0.6361,0.6204,NotDiff,7.412,7.441,7.099,7.502
Aup1,8.203,-0.09925,0.9052,NotDiff,2.361,2.996,2.021,3.865
Pcgf1,-0.7653,-0.1775,0.9884,NotDiff,6.914,6.846,7.223,7.646
Ccdc142,-2.184,-0.6168,0.9649,NotDiff,4.221,3.572,0.9938,3.585
Mrpl53,4.876,-0.2922,0.8366,NotDiff,4.496,0.5561,5.08,6.05
Mogs,6.997,-0.2901,0.7622,NotDiff,5.07,5.765,5.223,5.466
Wbp1,5.748,-0.4449,0.7138,NotDiff,4.749,4.946,4.922,4.984
Ino80b,4.525,0.14,0.9418,NotDiff,-3.383,2.686,0.4045,1.25
Rtkn,-2.27,1.293,0.9167,NotDiff,4.364,2.563,2.887,4.028
Wdr54,-1.332,-2.241,0.814,NotDiff,2.546,3.986,3.834,4.302
Dctn1,4.5,0.7098,0.659,NotDiff,7.187,7.249,7.689,7.98
Mthfd2,7.659,-0.8401,0.16,NotDiff,3.875,3.925,3.487,4.022
Mob1a,4.819,0.4507,0.7735,NotDiff,5.658,5.582,5.227,5.773
Bola3,6.011,-1.164,0.1835,NotDiff,5.538,4.804,4.305,5.163
Tet3,3.106,-0.3864,0.8926,NotDiff,2.641,2.831,3.678,3.645
Dguok,5.795,-0.5642,0.6146,NotDiff,5.442,5.231,4.983,4.757
Stambp,4.663,0.5922,0.7328,NotDiff,-2.627,-4.271,0.6869,-4.271
Vax2,-0.4543,-5.759,0.4565,NotDiff,4.785,5.173,4.032,4.661
Tex261,7.082,0.5175,0.501,NotDiff,8.513,8.876,8.29,8.395
Nagk,3.643,-1.265,0.546,NotDiff,-4.271,-4.271,0.2588,-4.271
Paip2b,5.006,-0.2412,0.8672,NotDiff,1.792,-4.271,-4.271,-4.271
Zfp638,1.562,-2.548,0.6734,NotDiff,1.51,-4.271,-4.271,-4.271
Exoc6b,-0.8092,-4.604,0.5725,NotDiff,9.237,9.624,8.846,9.237
Npm3-ps1,0.3542,-1.013,0.8971,NotDiff,5.001,4.67,4.771,4.726
Spr,5.586,-0.8358,0.4565,NotDiff,6.142,5.512,6.282,6.919
Sfxn5,-2.206,-8.258,0.3329,NotDiff,0.7492,-4.271,-4.271,0.2139
Smyd5,4.815,1.155,0.4158,NotDiff,6.43,7.031,6.805,5.404
Pradc1,5.139,-0.1491,0.9216,NotDiff,6.302,6.429,7.152,7.121
Cct7,10.22,-0.3235,0.5357,NotDiff,6.365,6.466,7.101,6.907
Egr4,-0.4043,4.591,0.554,NotDiff,2.336,2.033,3.844,2.94
1700019G17Rik,-4.439,-3.421,0.7666,NotDiff,0.2588,-4.271,-4.271,-4.271
Cml1,1.398,-3.041,0.5921,NotDiff,4.528,4.456,4.666,5.777
Tprkb,4.048,-1.042,0.6305,NotDiff,2.715,3.288,4.199,4.243
Dusp11,6.819,0.215,0.7994,NotDiff,3.717,3.414,0.9938,4.084
Tgfa,-2.776,1.945,0.8676,NotDiff,8.679,8.444,8.772,8.714
Fam136a,7.056,-0.7968,0.2806,NotDiff,6.991,6.99,7.015,6.985
Snrpg,6.676,-0.766,0.3402,NotDiff,4.564,4.377,5.249,4.876
Pcyox1,4.033,1.296,0.5003,NotDiff,6.102,6.109,6.28,6.297
Tia1,5.682,-0.9987,0.3413,NotDiff,8.687,8.495,7.525,7.879
C87436,3.422,-0.6977,0.7605,NotDiff,1.2,-4.271,-4.271,-4.271
Pcbp1,9.255,-0.3694,0.5604,NotDiff,7.153,6.624,5.832,7.097
1600020E01Rik,-0.4342,-3.726,0.6526,NotDiff,7.918,7.498,7.887,7.76
Snrnp27,6.318,-0.6777,0.4565,NotDiff,5.056,5.042,5.225,6.084
Gmcl1,6.086,0.1427,0.9127,NotDiff,6.208,6.462,4.665,4.53
Anxa4,6.053,0.2071,0.8408,NotDiff,-4.271,-4.271,1.692,0.09923
2610306M01Rik,0.8064,0.4991,0.9502,NotDiff,1.114,-4.271,-4.271,-4.271
Aak1,3.426,0.3397,0.8942,NotDiff,4.736,6.085,5.196,5.184
Nfu1,6.711,-0.2216,0.8089,NotDiff,6.402,5.959,6.363,6.248
Gfpt1,4.592,-0.388,0.8003,NotDiff,6.491,6.584,5.556,5.765
Aplf,2.607,3.211,0.4189,NotDiff,7.309,6.794,6.392,6.349
Rab43,5.215,1.295,0.2677,NotDiff,2.162,3.134,4.098,4.317
Isy1,8.287,0.4564,0.4741,NotDiff,5.258,6.35,5.189,5.55
Cnbp,11.05,-0.2664,0.573,NotDiff,1.792,-4.271,1.247,2.705
Copg1,6.437,0.3189,0.7392,NotDiff,-4.271,-4.271,-4.271,0.3202
Hmces,6.807,0.3436,0.7056,NotDiff,3.193,3.301,3.276,1.519
H1fx,0.7992,-2.46,0.7154,NotDiff,2.988,3.319,1.428,1.485
Rab7,7.749,0.4224,0.5756,NotDiff,5.407,5.614,5.187,5.721
Rpn1,8.702,-0.3775,0.5537,NotDiff,-1.662,2.88,-4.271,-4.271
Gata2,-4.711,-2.92,0.8039,NotDiff,6.204,7.191,6.647,6.457
Eefsec,5.698,-0.6683,0.5354,NotDiff,7.824,7.741,8.425,8.187
Ruvbl1,6.615,-0.3016,0.7457,NotDiff,4.054,4.005,3.876,4.118
Sec61a1,8.641,0.5959,0.2944,NotDiff,5.069,5.934,5.138,6.099
Mgll,1.211,-0.5622,0.9371,NotDiff,0.7301,0.05466,1.322,0.8322
Abtb1,5.971,0.4659,0.6713,NotDiff,-4.271,-4.271,0.947,3.181
Mcm2,8.719,-0.4403,0.4962,NotDiff,4.499,4.818,4.512,4.577
Tpra1,5.227,0.6281,0.6402,NotDiff,5.412,5.033,4.38,5.016
Plxna1,-3.634,-2.192,0.858,NotDiff,-4.271,-0.9591,-3.58,1.474
Chchd6,4.393,-1.668,0.3287,NotDiff,2.439,-1.744,1.266,2.077
Txnrd3,-3.385,-2.65,0.8171,NotDiff,2.291,0.5561,0.923,0.7773
Zxdc,4.127,2.73,0.1017,NotDiff,4.103,4.968,3.785,4.541
Ccdc37,-3.336,5.843,0.5691,NotDiff,4.125,3.045,4.796,4.446
Slc41a3,-0.5704,-3.3,0.7117,NotDiff,4.878,-3.597,3.635,4.415
Iqsec1,2.193,-0.7481,0.8509,NotDiff,6.515,5.876,6.61,6.642
Nup210,7.157,-0.2597,0.7597,NotDiff,7.475,7.688,7.312,7.56
Hdac11,-2.85,0.5146,0.9745,NotDiff,-2.443,-4.271,0.9938,-0.3941
Fbln2,0.2776,3.684,0.6288,NotDiff,1.267,3.863,2.695,1.765
1810044D09Rik,1.648,-1.465,0.7589,NotDiff,-3.76,-4.271,0.5988,-4.271
Chchd4,5.269,-0.7393,0.5407,NotDiff,1.07,-4.271,1.558,0.2412
Tmem43,6.103,0.08489,0.9473,NotDiff,8.589,8.449,7.581,7.331
Xpc,-1.923,-3.979,0.7154,NotDiff,2.943,2.054,2.076,2.358
Lsm3,5.621,-0.2551,0.8175,NotDiff,3.757,4.013,4.364,4.73
Slc6a6,6.239,-0.4979,0.6122,NotDiff,4.783,4.152,5.17,6.009
Ccdc174,5.471,0.6149,0.599,NotDiff,-4.271,-4.271,-4.271,2.358
4930590J08Rik,-4.43,-3.862,0.7468,NotDiff,1.698,-4.271,2.201,1.237
Nr2c2,3.385,-0.9372,0.7037,NotDiff,4.455,5.277,1.634,3.28
Mrps25,6.054,-0.5464,0.5949,NotDiff,3.476,3.816,3.57,3.445
Rbsn,2.634,2.548,0.4867,NotDiff,5.096,5.88,3.578,3.882
Slc25a26,1.658,0.1248,0.986,NotDiff,6.355,6.572,4.901,5.181
Lrig1,1.523,-2.817,0.6122,NotDiff,7.659,8.055,7.543,7.352
Kbtbd8,-3.622,3.123,0.7826,NotDiff,5.07,4.167,4.486,4.472
Suclg2,5.347,-1.164,0.2998,NotDiff,5.432,5.194,5.917,5.967
Eogt,3.626,1.811,0.4125,NotDiff,3.617,-1.355,1.775,3.26
Tmf1,4.037,0.5634,0.7658,NotDiff,5.012,5.196,5.225,5.374
Uba3,5.029,-0.5642,0.7388,NotDiff,3.515,2.107,3.368,3.511
Arl6ip5,8.066,0.1351,0.8509,NotDiff,3.932,3.568,3.341,4.806
Frmd4b,2.245,2.356,0.5942,NotDiff,6.028,6.209,5.464,5.745
Mitf,-3.097,2.038,0.8666,NotDiff,-4.271,0.3621,-3.115,-4.271
Foxp1,5.862,0.5407,0.6122,NotDiff,1.306,-3.139,0.2966,0.1288
Eif4e3,5.787,1.125,0.2397,NotDiff,2.914,5.34,-0.2953,2.854
Rybp,0.6826,0.2995,0.9745,NotDiff,4.314,0.88,1.866,-4.271
Shq1,3.748,-1.279,0.5176,NotDiff,5.992,6.422,6.028,5.909
Ppp4r2,2.795,-1.135,0.7276,NotDiff,0.7492,-4.271,-1.316,-4.271
Chl1,-3.457,1.392,0.9174,NotDiff,7.784,7.611,7.607,7.128
Trnt1,6.592,0.7406,0.4167,NotDiff,1.1,2.665,-4.271,-4.271
Crbn,8.177,0.8843,0.1029,NotDiff,3.039,2.454,3.876,4.947
Setmar,-2.366,1.614,0.8933,NotDiff,5.106,6.612,5.608,5.758
Sumf1,4.882,0.1902,0.9167,NotDiff,7.268,7.277,7.899,8.044
Itpr1,5.052,0.6311,0.6509,NotDiff,7.847,8.206,7.966,8.232
Bhlhe40,9.366,0.5454,0.3083,NotDiff,3.306,-0.1772,4.532,3.325
Arl8b,7.225,-0.3199,0.7103,NotDiff,3.853,3.774,3.775,4.022
Edem1,8.564,0.02597,0.9802,NotDiff,4.843,5.293,3.163,3.793
Rad18,4.932,-0.7162,0.6119,NotDiff,2.931,3.863,0.923,2.352
Srgap3,1.445,-2.066,0.7193,NotDiff,-1.388,-4.271,3.519,0.5117
Thumpd3,6.458,-0.3156,0.7388,NotDiff,2.631,2.868,-4.271,-0.05829
Gt(ROSA)26Sor,3.717,-0.1318,0.9639,NotDiff,4.359,4.548,4.683,4.427
Setd5,3.419,-0.03435,0.9925,NotDiff,-4.271,-4.271,1.761,-4.271
Mtmr14,6.435,-0.3457,0.7278,NotDiff,-4.271,-4.271,-3.58,2.661
Brpf1,2.41,3.106,0.4528,NotDiff,-0.1011,0.7538,0.2588,0.4429
Ogg1,2.685,0.1546,0.9732,NotDiff,2.416,-4.271,-4.271,0.3202
Camk1,1.106,-4.692,0.4583,NotDiff,2.029,-4.271,3.266,2.671
Tada3,5.414,-0.05072,0.978,NotDiff,4.143,2.254,2.856,4.378
Arpc4,9.547,-0.2692,0.6504,NotDiff,3.578,3.875,3.828,3.7
Ttll3,-4.008,-4.77,0.6949,NotDiff,3.743,5.038,3.304,2.358
Rpusd3,3.397,-1.113,0.6713,NotDiff,4.22,4.535,1.853,3.087
Jagn1,5.764,-0.3304,0.7608,NotDiff,5.754,5.79,5.955,6.263
Creld1,3.937,0.7115,0.7294,NotDiff,9.495,9.206,9.269,9.196
Emc3,7.751,-0.02295,0.9839,NotDiff,8.976,9.147,9.105,9.351
Fancd2,3.723,-0.5215,0.7901,NotDiff,8.418,8.206,8.373,8.327
Brk1,7.863,-0.3107,0.7092,NotDiff,7.771,7.772,7.713,7.919
Vhl,5.501,0.6487,0.573,NotDiff,6.514,6.477,6.776,6.706
Irak2,6.045,0.03274,0.9842,NotDiff,8.99,9.203,8.855,8.942
Tatdn2,1.724,-0.2062,0.9753,NotDiff,2.795,-4.271,1.84,-0.526
Sec13,8.704,-0.6022,0.2849,NotDiff,6.274,2.615,0.008207,1.802
Atp2b2,-1.103,-0.9738,0.9316,NotDiff,5.428,5.739,6.286,5.786
Slc6a11,-2.378,-7.831,0.3781,NotDiff,2.148,0.4943,1.802,1.124
Atg7,6.139,-0.2638,0.7954,NotDiff,4.454,4.637,4.916,4.652
Vgll4,6.418,-0.07595,0.9539,NotDiff,2.211,2.939,2.824,1.079
Tamm41,5.645,-0.5106,0.6566,NotDiff,0.2851,3.164,0.8737,2.894
Pparg,-4.325,4.02,0.7388,NotDiff,6.889,6.444,7.543,7.706
Tsen2,3.969,-0.6693,0.7388,NotDiff,-4.271,-4.271,0.18,1.439
Mkrn2os,-4.444,3.765,0.7494,NotDiff,6.996,6.843,5.244,5.782
Mkrn2,6.284,0.1973,0.8387,NotDiff,6.522,6.34,6.971,7.129
Cand2,-0.6103,7.224,0.398,NotDiff,9.263,9.023,9.048,9.719
Rpl32,11.01,-0.04137,0.951,NotDiff,4.312,5.678,3.539,4.976
Efcab12,-4.104,-4.037,0.7388,NotDiff,4.153,3.499,5.335,5.901
Mbd4,3.19,-0.6264,0.8025,NotDiff,5.13,5.575,4.693,5.015
Ift122,0.9079,-2.063,0.7466,NotDiff,1.008,-4.271,-4.271,-2.126
H1foo,-3.032,-6.5,0.5007,NotDiff,-4.271,-4.271,2.53,-0.02538
Plxnd1,-0.9487,-2.325,0.7812,NotDiff,0.7109,-4.271,-4.271,-4.271
Tmcc1,-2.389,0.4742,0.9755,NotDiff,-0.06739,3.731,-4.271,0.8851
9530062K07Rik,-3.333,1.197,0.9318,NotDiff,6.496,6.524,6.53,7.015
Fam21,2.664,-0.672,0.8447,NotDiff,7.085,7.827,6.564,6.296
Zfand4,2.536,1.184,0.7387,NotDiff,4.733,4.904,4.184,4.286
08. Mrz,0.3127,-1.152,0.8814,NotDiff,6.157,6.412,5.081,5.754
Zfp422,4.85,-0.2607,0.8591,NotDiff,-2.133,-4.271,0.3695,-4.271
Rassf4,-4.133,-3.983,0.7413,NotDiff,1.607,-4.271,-4.271,-4.271
Zfp637,3.343,-1.694,0.5957,NotDiff,1.294,2.327,2.764,3.632
Zfp239,0.9456,-4.548,0.48,NotDiff,2.09,3.333,1.105,1.958
Hnrnpf,8.211,-0.1234,0.8687,NotDiff,4.843,4.059,4.366,5.652
Rasgef1a,0.2083,-3.207,0.6604,NotDiff,3.727,4.275,-1.104,-2.436
Csgalnact2,3.529,1.91,0.4388,NotDiff,3.969,3.832,4.368,4.293
Bms1,4.328,0.9213,0.5768,NotDiff,8.424,7.889,8.813,8.703
Zfp248,-0.9554,-3.241,0.7265,NotDiff,-4.271,-4.271,0.77,-4.271
Ankrd26,-1.167,-3.143,0.7356,NotDiff,4.123,3.884,4.344,5.322
Dcp1b,2.356,0.1756,0.9732,NotDiff,5.044,5.609,2.457,5.256
Fbxl14,2.276,2.221,0.5951,NotDiff,6,5.862,4.585,5.783
Erc1,1.298,-2.805,0.6353,NotDiff,2.809,-4.271,-4.271,-4.271
Rad52,4.846,0.01851,0.9935,NotDiff,7.267,7.393,6.954,7.001
Wnk1,5.257,0.2258,0.8692,NotDiff,-2.838,4.137,1.126,4.095
Ninj2,-2.606,2.764,0.7874,NotDiff,4.834,6.013,4.09,4.505
Ccdc77,1.117,-5.202,0.4189,NotDiff,4.714,3.899,4.773,5.271
Kdm5a,5.847,0.4449,0.6923,NotDiff,4.353,2.76,3.758,3.06
Il17ra,5.845,0.8851,0.4004,NotDiff,5.46,5.377,3.987,6.007
Cecr6,-4.004,4.323,0.7167,NotDiff,2.931,-4.271,2.637,3.983
Cecr5,5.392,1.009,0.4112,NotDiff,4.336,0.3271,3.693,3.856
Atp6v1e1,7.354,-0.2273,0.7665,NotDiff,5.246,5.048,4.97,5.885
Bcl2l13,5.623,-0.07377,0.9639,NotDiff,1.254,4.286,3.511,1.697
Bid,4.94,-0.04597,0.9834,NotDiff,2.763,2.022,-4.271,-4.271
Pex26,-0.3753,3.632,0.6604,NotDiff,-4.271,-4.271,-4.271,1.001
Usp18,1.421,3.214,0.6067,NotDiff,-4.271,-4.271,-4.271,3.28
Slc6a13,1.099,0.4624,0.9484,NotDiff,4.378,3.194,4.044,3.847
Slc6a12,-1.39,-9.835,0.1895,NotDiff,0.7679,-4.271,-3.115,-4.271
Klrg1,2.29,0.2796,0.952,NotDiff,6.139,5.889,5.823,5.201
M6pr,8.769,-0.1992,0.7577,NotDiff,-4.271,2.022,-4.271,1.627
Phc1,1.975,-1.486,0.7458,NotDiff,7.445,7.423,7.847,8.068
Apobec1,-1.169,1.413,0.8868,NotDiff,3.82,2.713,3.163,1.552
Foxj2,2.964,0.555,0.8366,NotDiff,3.257,2.91,2.065,3.802
Necap1,2.374,0.5091,0.8993,NotDiff,-4.271,-4.271,-4.271,0.2412
Clec4a3,-2.833,-2.155,0.8503,NotDiff,9.472,9.302,9.789,9.653
Clec4n,-4.347,-4.04,0.7388,NotDiff,7.341,7.001,5.662,5.34
Clec4d,-4.507,3.257,0.7783,NotDiff,-4.271,-4.271,0.923,-4.271
Pex5,3.798,1.701,0.3903,NotDiff,1.254,1.561,1.376,1.403
C1rl,-4.502,3.641,0.7561,NotDiff,5.056,5.755,3.368,3.95
Lpcat3,4.779,-0.9273,0.5537,NotDiff,-4.271,-4.271,1.903,-3.757
Emg1,8.599,-0.3513,0.5817,NotDiff,-3.76,4.387,2.546,4.158
Phb2,9.246,-0.7437,0.1588,NotDiff,5.756,5.908,5.754,6.239
Ptpn6,8.791,-0.2202,0.7388,NotDiff,10.17,9.777,9.337,9.327
Grcc10,7.667,-0.1812,0.8025,NotDiff,11.16,10.79,10.63,10.7
Atn1,-0.3411,-2.695,0.743,NotDiff,4.997,5.624,4.585,5.273
Spsb2,-1.52,1.271,0.9146,NotDiff,6.221,3.971,2.804,4.812
Usp5,6.86,0.1294,0.896,NotDiff,6.739,4.948,6.524,6.744
Cdca3,6.571,-0.1443,0.886,NotDiff,4.114,4.19,1.589,3.954
Cd4,-4.292,3.654,0.7547,NotDiff,6.421,5.93,6.688,6.704
Lag3,7.019,-0.5098,0.5537,NotDiff,7.196,7.752,7.612,7.713
Ptms,4.718,-1.018,0.4915,NotDiff,5.054,6.466,5.491,6.285
Mlf2,8.007,-0.1953,0.7762,NotDiff,3.369,4.096,3.252,2.261
Cops7a,6.222,-0.613,0.5537,NotDiff,0.9598,2.167,2.881,1.462
Pianp,-2.908,-6.715,0.4794,NotDiff,7.475,7.701,7.776,7.434
Zfp384,1.32,0.1106,0.9883,NotDiff,4.812,3.79,4.617,4.243
Ing4,5.606,0.009565,0.9957,NotDiff,6.844,6.66,5.968,5.772
Lpar5,0.2824,4.695,0.4915,NotDiff,5.739,5.899,5.395,5.545
Chd4,4.348,-0.03464,0.9883,NotDiff,8.011,8.055,8.426,8.104
Nop2,5.886,-0.4312,0.7007,NotDiff,3.066,3.819,1.987,-1.38
Iffo1,-1.97,-1.228,0.9161,NotDiff,8.848,8.279,8.811,8.748
Ncapd2,5.73,-0.01121,0.9944,NotDiff,2.972,1.083,2.241,-0.4807
Mrpl51,5.889,0.1097,0.9319,NotDiff,8.996,9.323,9.173,8.715
Vamp1,-2.664,-0.1321,0.9937,NotDiff,4.228,-1.048,2.288,2.495
Tapbpl,7.302,0.9006,0.1717,NotDiff,3.481,-3.597,2.73,4.246
E130112N10Rik,-3.017,6.314,0.5163,NotDiff,6.871,6.601,6.015,6.453
Cd27,9.781,-0.5282,0.2881,NotDiff,6.523,5.2,6.882,7.443
4930417O13Rik,1.999,1.264,0.7716,NotDiff,8.641,7.968,8.724,9.099
Tnfrsf1a,4.692,0.6549,0.6772,NotDiff,7.807,7.908,7.922,8.307
Cd9,6.739,-0.722,0.3707,NotDiff,2.768,-4.271,1.927,2.061
Ndufa9,8.482,-0.6986,0.2123,NotDiff,6.979,6.619,6.713,6.651
Rad51ap1,4.801,-0.4705,0.7494,NotDiff,7.514,7.355,8.042,8.389
D6Wsu163e,1.247,-4.302,0.4913,NotDiff,4.075,1.499,3.479,2.676
Tigar,3.153,0.5455,0.8329,NotDiff,3.338,3.613,3.535,0.6808
Ccnd2,7.512,0.2213,0.7665,NotDiff,5.236,5.32,5.497,5.24
9330179D12Rik,-0.117,-2.183,0.7632,NotDiff,5.019,4.778,5.997,5.214
Parp11,2.884,-1.257,0.6983,NotDiff,8.432,7.849,8.373,8.159
Cracr2a,0.8864,1.557,0.7954,NotDiff,2.485,-3.597,0.8986,-1.758
Tulp3,-1.43,2.944,0.7527,NotDiff,0.7865,-4.271,-0.08603,-2.832
Rhno1,5.34,-0.5767,0.6478,NotDiff,4.788,4.615,5.38,4.73
Foxm1,1.169,-4.119,0.5121,NotDiff,7.652,5.962,7.318,7.059
Itfg2,3.988,1.773,0.3504,NotDiff,5.882,5.173,5.601,6.34
Fkbp4,8.722,0.06933,0.9318,NotDiff,4.828,4.34,4.406,4.534
Gm10069,-0.4765,-0.6079,0.9532,NotDiff,2.323,-4.271,1.147,-4.271
Klrb1c,-4.425,-3.872,0.7468,NotDiff,-4.271,2.075,-3.58,3.511
Klrb1b,-1.632,9.117,0.2477,NotDiff,4.754,4.963,4.216,4.077
BC035044,0.1091,-3.892,0.6102,NotDiff,7.264,7.216,8.025,8.131
Clec2i,2.383,-2.759,0.5226,NotDiff,5.998,4.059,3.978,5.248
BC064078,2.576,0.1466,0.9743,NotDiff,5.701,5.152,6.326,6.867
Klrb1f,1.622,-0.03067,0.9964,NotDiff,2.594,3.198,3.9,2.758
Clec2d,-0.3926,2.716,0.7432,NotDiff,5.972,5.021,5.873,6.317
2310001H17Rik,4.23,-0.7986,0.6453,NotDiff,4.926,4.789,5.694,3.253
Cd69,6.483,-0.09729,0.9293,NotDiff,-0.63,-4.271,2.241,2.705
Clec12a,3.149,2.423,0.3987,NotDiff,7.3,7.37,6.971,6.687
Clec7a,-2.616,0.3559,0.9834,NotDiff,3.257,2.818,3.752,4.763
1700101I11Rik,-2.986,-6.764,0.4854,NotDiff,4.724,5.134,4.725,5.449
Gabarapl1,7.113,-0.1786,0.8235,NotDiff,0.8757,-0.5809,4.571,1.519
Klre1,4.558,0.9508,0.5226,NotDiff,-1.662,-3.597,1.589,1.508
Klrd1,7.84,0.2535,0.7466,NotDiff,-0.2823,0.1379,0.7428,1.001
Klrk1,9.077,0.7143,0.16,NotDiff,5.716,4.533,6.127,5.974
Klrc2,-2.459,-0.8102,0.951,NotDiff,-4.271,-4.271,1.187,2.545
Klrc1,8.926,-0.2004,0.7633,NotDiff,5.052,5.663,4.974,3.582
Klri2,3.298,1.357,0.5869,NotDiff,5.168,4.949,5.217,5.227
Gm156,2.863,-5.191,0.2143,NotDiff,10.24,9.851,10.49,10.28
Klra7,-0.7169,3.572,0.693,NotDiff,2.021,1.966,-4.271,0.4429
Klra3,2.5,1.446,0.6999,NotDiff,-4.271,-4.271,1.285,-4.271
Magohb,5.062,-0.3076,0.8164,NotDiff,1.172,-1.245,2.307,3.53
Styk1,-1.603,6.948,0.4632,NotDiff,5.272,1.515,4.457,4.971
Smim10l1,6.027,-0.5029,0.6204,NotDiff,7.027,6.837,6.512,6.899
Etv6,2.461,0.6961,0.8371,NotDiff,2.044,-4.271,-0.5401,-4.271
Bcl2l14,-4.117,-4.012,0.7388,NotDiff,6.459,6.899,7.189,7.679
Lrp6,1.872,0.07049,0.9912,NotDiff,6.383,6.202,6.972,7.148
Mansc1,-1.72,-0.8588,0.9423,NotDiff,4.852,4.747,2.021,4.533
Loh12cr1,3.813,0.6599,0.7472,NotDiff,5.388,4.993,5.846,6.504
Dusp16,0.8823,-2.629,0.6962,NotDiff,3.859,2.177,3.631,4.044
Crebl2,-0.1394,-3.294,0.6847,NotDiff,9.494,8.62,9.436,9.469
Gpr19,2.057,-0.4607,0.9216,NotDiff,1.114,-4.271,2.353,0.8851
Cdkn1b,4.169,0.2462,0.9055,NotDiff,7.135,7.616,5.396,6.546
1190002F15Rik,3.81,-0.4432,0.8156,NotDiff,6.035,5.953,6.339,6.949
Apold1,-2.095,-1.339,0.9119,NotDiff,5.756,6.685,5.404,6.503
Ddx47,7.192,0.5208,0.487,NotDiff,5.999,6.349,5.83,6.037
Gprc5a,2.102,-2.075,0.6708,NotDiff,1.085,1.333,-1.316,2.32
8430419L09Rik,4.009,-0.1879,0.9334,NotDiff,3.274,4.075,2.764,3.611
Gsg1,-4.48,3.308,0.7739,NotDiff,6.109,7.163,6.601,6.972
Emp1,4.395,1.57,0.3232,NotDiff,3.817,5.107,4.558,4.895
Gm8994,-1.723,-1.336,0.9018,NotDiff,6.093,6.499,2.862,2.71
Atf7ip,5.413,-0.02605,0.9883,NotDiff,3.769,4.293,3.745,-1.223
Plbd1,1.752,-0.5636,0.9161,NotDiff,5.913,5.902,3.981,5.072
H2afj,7.233,0.01508,0.9889,NotDiff,8.552,8.48,8.011,8.106
Wbp11,6.107,0.08332,0.9513,NotDiff,10.91,10.93,11.02,11.33
Art4,-4.355,-3.576,0.7605,NotDiff,6.52,6.704,6.083,6.442
Arhgdib,10.95,-0.1271,0.7875,NotDiff,7.03,6.944,6.453,6.804
Eps8,-2.215,2.743,0.7923,NotDiff,0.9433,-1.602,1.706,2.377
Strap,8.835,0.01925,0.9853,NotDiff,7.574,8.376,7.483,7.562
Dera,7.6,0.09787,0.9123,NotDiff,8.416,8.6,9.141,8.651
Mgst1,-4.247,4.188,0.7322,NotDiff,-4.271,-4.271,0.2199,-4.271
Plekha5,3.053,0.8628,0.7468,NotDiff,5.072,5.678,6.181,5.865
Aebp2,5.81,0.4039,0.7274,NotDiff,6.717,6.194,6.678,6.871
Pyroxd1,0.6074,-4.763,0.4821,NotDiff,8.943,8.934,8.367,8.321
Recql,5.779,-0.4966,0.6894,NotDiff,3.9,-2.078,0.9706,2.333
Golt1b,7.582,0.2308,0.8103,NotDiff,5.947,6.535,5.408,5.996
